PackageName,Dataset,Title,Rows,Columns,Description,TimeStamp,RawData,ZippedData
NCUWiseLab,ARI_G2F820_example,Data [ARI_G2F820_example] of [NCUWiseLab],2547,19,,2023-03-30,data/raw/ARI_G2F820_example.csv,data/NCUWiseLab/ARI_G2F820_example.gz
